NCES.School.ID,Low.Grade.,High.Grade.,School.Name,District,County.Name.,Street.Address,City,Charter,Class.Name,Duration,Description.of.course,Source,Year.of.Course.Catalog,Link.to.School.Website,Link.to.Course.Catalog,Notes,Grad,Type,Status,OneLineAddress,,reclat,long
440084000466,9,12,Jacqueline M. Walsh School,Pawtucket,Providence County,350 Divison Street,Pawtucket,No,,,,,,http://walsh.pawtucket.schooldesk.net,http://walsh.pawtucket.schooldesk.net/Home/ACADEMICS,Incomplete course catalog; only lists English and Spanish courses,F,NA,Missing Info,350 Divison Street Pawtucket  ,,41.875637,-71.370954
440084000202,9,12,William E. Tolman High,Pawtucket,PROVIDENCE COUNTY,150 Exchange Street,Pawtucket,No,Financial Literacy,0.5,"Financial literacy is the ability to use knowledge and skills to manage oneâ€™s financial resources effectively for lifetime financial security. In this course, the student finds, evaluates, and applies financial information; sets and achieves financial goals; develops income earning and saving potential; uses financial services; meets financial obligations; and builds and protects wealth.",Business Department Course Offerings,2018-2019,http://tolman.pawtucket.schooldesk.net/,http://www.psdri.net/Portals/Pawtucket/District/Program%20of%20Studies%202018-2019.pdf?ver=2018-02-13-084521-273,,E,S,Silver Standard,150 Exchange Street Pawtucket  ,,41.880444,-71.380634
440087000207,9,12,Portsmouth High School,Portsmouth,NEWPORT COUNTY,120 Education Lane,Portsmouth,No,Economics (EEP),1,"The study of economics provides students with a working knowledge of competition, supply and demand, the price system, and economic incentive. Other topics such as unemployment, the business cycle, inflation, and economic growth are covered, as well as the role of business, labor and government in the American economy. The concepts of trade-offs and opportunity costs will be thoroughly examined. In brief, this course enables students to become better decision-makers. An extensive unit on Personal finance and Investing begins our course. Financial literacy is the main focus of this unit. Group investment simulation projects are used to reinforce investing concepts. A Certified Financial Planner will present a seminar to the class upon completion of our unit.",Program of Studies,2017-2018,https://www.portsmouthschoolsri.org/Domain/8,https://www.portsmouthschoolsri.org/cms/lib/RI01900029/Centricity/Domain/8/2017-2018%20Program%20of%20Studies%202017.02.07.pdf,CC not updated,E,E,Bronze Standard,120 Education Lane Portsmouth  ,,41.612027,-71.249262
440090000055,9,12,Academy for Career Exploration,Providence,Providence County,155 Harrison Street,Providence,Yes,Consumer Math,,,Program of Study,2017-2018,https://sites.google.com/a/aceprovidence.org/ace/,https://sites.google.com/a/aceprovidence.org/ace/academics/program-of-study,,E,E,Bronze Standard,155 Harrison Street Providence  ,,41.8122481,-71.4285219
440090000217,9,12,Central High School,Providence,PROVIDENCE COUNTY,70 Fricker Street,Providence,No,Banking and Credit,1,"This course presents a survey of the principles and practices of banking and credit in the United States.  The credit function provides an overview of credit functions and operations including credit risk evaluation, loan creation, and debt. During this course, you will also learn how to navigate the financial decisions you will face, and to make informed decisions related to career explorations, budgeting, banking, credit, insurance, spending, taxes, saving, investing, buying/leasing a vehicle, living independently, and inheritance. Development of financial literacy skills and an understanding of economic principles will provide you with the basis for responsible citizenship and career success.",Program of Studies,2017-2018,https://www.providenceschools.org/Central,https://docs.google.com/document/d/14WmK0lBEdbGicgMy9Uxsg-eoyU-229AJZhBfaueX0qQ/edit,,E,S,Silver Standard,70 Fricker Street Providence  ,,41.8166725,-71.4210162
440090000218,9,12,Classical High School,Providence,PROVIDENCE COUNTY,770 Westminster Street,Providence,No,Personal Financial Literacy,0.5,"The Personal Financial Literacy course provides students with an understanding of the concepts and principles involved in managing oneâ€™s personal finances. These courses emphasize lifespan goal-setting, individual and family decision making, and consumer rights as well as topics that are commonly associated with personal finance so that one can become a financially responsible consumer. Topics may include savings and investing, credit, insurance, taxes and social security, spending patterns and budget planning, contracts, and consumer protection. These courses may also investigate the effects of the global economy on consumers and the family.",Program of Studies,2017-2018,https://www.providenceschools.org/classical,https://drive.google.com/drive/folders/0By05dhC1pVhZdXU2Wnc4dGMyVWc,"Listed in Providence District CC, unspecified in terms of which schools offer it ",E,S,Silver Standard,770 Westminster Street Providence  ,,41.8174306,-71.4209159
440090000344,9,12,Dr. Jorge Alvarez HS,Providence,Providence County,375 Adelaide Avenue,Providence,No,Entrepreneurship Exploratory,1,"This course acquaints students with knowledge and skills necessary to design, own, and operate a business. Course content includes topics from several fields including economics, market principles, human relations and psychology, business and labor law, legal rights and responsibilities of ownership, business and personal financial literacy and planning, finance and accounting, and digital communication.",Program of Studies,2017-2018,https://www.providenceschools.org/alvarez,https://drive.google.com/drive/folders/0By05dhC1pVhZdXU2Wnc4dGMyVWc,*Newly added (6.21),E,E,Silver Standard,375 Adelaide Avenue Providence  ,,41.7953586,-71.4300025
440090000323,9,12,E-Cubed Academy,Providence,Providence County,812 Branch Avenue,Providence,No,ELO- Financial Literacy,0.5,"This course will provide students with the opportunity to develop financial literacy skills through real- world applications, household budgeting, and related activities.",Program of Studies,2017-2018,https://www.providenceschools.org/E3,https://drive.google.com/drive/folders/0By05dhC1pVhZdXU2Wnc4dGMyVWc,*Newly added (6.21),E,S,Silver Standard,812 Branch Avenue Providence  ,,41.8541802,-71.4342705
440090000224,9,12,Hope High School,Providence,PROVIDENCE COUNTY,324 Hope Street,Providence,No,Personal Financial Literacy,0.5,"The Personal Financial Literacy course provides students with an understanding of the concepts and principles involved in managing oneâ€™s personal finances. These courses emphasize lifespan goal-setting, individual and family decision making, and consumer rights as well as topics that are commonly associated with personal finance so that one can become a financially responsible consumer. Topics may include savings and investing, credit, insurance, taxes and social security, spending patterns and budget planning, contracts, and consumer protection. These courses may also investigate the effects of the global economy on consumers and the family.",Program of Studies,2017-2018,https://www.providenceschools.org/hope,https://drive.google.com/drive/folders/0By05dhC1pVhZdXU2Wnc4dGMyVWc,"Listed in Providence District CC, unspecified in terms of which schools offer it ",E,S,Silver Standard,324 Hope Street Providence  ,,41.8346576,-71.4027551
440090000232,9,12,Mount Pleasant High,Providence,PROVIDENCE COUNTY,434 Mt. Pleasant Avenue,Providence,No,Mathematical Models with Applications,1,"This core mathematics course is part of a college preparatory sequence of study. This course is aligned to the Common Core State Standards (CCSS). This course is intended to reinforce, broaden, and extend the mathematical knowledge and skills acquired in algebra and geometry. Students develop understanding of major topics in mathematics through a process that emphasizes communication, reasoning, and building connections between important mathematical concepts and real world applications. The primary purpose of this course is to use mathematics as a tool to model real-world phenomena in science, finance, music, and art. Students will use a variety of problem solving strategies and approaches to problems. Through the use of the various applications and interesting problem settings students will be motivated to continue their study of mathematics in future courses.",Program of Studies,2017-2018,https://www.providenceschools.org/MtPleasant,https://drive.google.com/drive/folders/0By05dhC1pVhZdXU2Wnc4dGMyVWc,*Newly added (6.21),E,E,Silver Standard,434 Mt. Pleasant Avenue Providence  ,,41.839523,-71.452771
440090000467,9,12,Providence Career Technical,Providence,PROVIDENCE COUNTY,41 Fricker street,Providence,No,Mathematical Models with Applications,1,"This core mathematics course is part of a college preparatory sequence of study. This course is aligned to the Common Core State Standards (CCSS). This course is intended to reinforce, broaden, and extend the mathematical knowledge and skills acquired in algebra and geometry. Students develop understanding of major topics in mathematics through a process that emphasizes communication, reasoning, and building connections between important mathematical concepts and real world applications. The primary purpose of this course is to use mathematics as a tool to model real-world phenomena in science, finance, music, and art. Students will use a variety of problem solving strategies and approaches to problems. Through the use of the various applications and interesting problem settings students will be motivated to continue their study of mathematics in future courses.",Program of Studies,2017-2018,https://www.providenceschools.org/PCTA,https://drive.google.com/drive/folders/0By05dhC1pVhZdXU2Wnc4dGMyVWc,*Newly added (6.21),E,E,Silver Standard,41 Fricker street Providence  ,,41.816389,-71.4220604
440090000157,KG,12,Times2 Academy,Providence,PROVIDENCE COUNTY,50 Fillmore Street,Providence,Yes,,,,,2017-2018,http://times2.org/,https://drive.google.com/drive/folders/0By05dhC1pVhZdXU2Wnc4dGMyVWc,No information about financial courses,F,NA,Missing Info,50 Fillmore Street Providence  ,,41.8384652,-71.4221103
440090000209,9,12,W B Cooley and Acad Internationa,Providence,PROVIDENCE COUNTY,182 Thurbers Avenue,Providence,No,Personal Financial Literacy,0.5,"The Personal Financial Literacy course provides students with an understanding of the concepts and principles involved in managing oneâ€™s personal finances. These courses emphasize lifespan goal-setting, individual and family decision making, and consumer rights as well as topics that are commonly associated with personal finance so that one can become a financially responsible consumer. Topics may include savings and investing, credit, insurance, taxes and social security, spending patterns and budget planning, contracts, and consumer protection. These courses may also investigate the effects of the global economy on consumers and the family.",Program of Studies,2017-2018,https://www.providenceschools.org/sanchez,https://drive.google.com/drive/folders/0By05dhC1pVhZdXU2Wnc4dGMyVWc,"Listed in Providence District CC, unspecified in terms of which schools offer it ",E,S,Silver Standard,182 Thurbers Avenue Providence  ,,41.798978,-71.4079451
440001900479,9,12,RINI Middle College,Rhode Island Nurses Institute Middle College,Providence County,150 washington Street,Providence,Yes,,,,Program of Studies,2016-2017,http://rinimc.org,http://rinimc.org/academics-courses-offered/program-of-studies/,"Mentions financial literacy as a ""core subject"" that students should master but does not list any financial courses",N,NA,Missing Info,150 washington Street Providence  ,,41.8225927,-71.4150008
440096000255,9,12,Scituate High School,Scituate,Providence County,94 Trimtown Road,North Scituate,No,The Mathematics of Finance ,1,"Strategies for critical thinking and problem solving are developed through activities in the classroom that look at the personal, local and global financial, economic, statistical, business, and industrial aspects of mathematics.",Program of Studies,2018-2019,http://scituateri3.net/shs02/,https://docs.google.com/document/d/16E6yNjAsIRv_jvOM0qyw1de6tZb2nYUvQICTgw8Tpl4/edit,,E,S,Silver Standard,94 Trimtown Road North Scituate  ,,41.8243426,-71.6194978
440002400483,9,12,Sheila Skip Nowell (Capital),Sheila Skip Nowell Leadership Academy,Providence County,133 Delaine Street,Providence,Yes,,0.5,,Student Handbook,2018-2019,http://www.nowellacademy.org,http://www.nowellacademy.org/student-handbook/,"Students at Nowell must demonstrate mastery in financial literacy, either by successful completion/mastery of Nowellâ€™s financial literacy course or its equivalent. (with minimum 0.5 course credit) (No course catalog)",R,S,Gold Standard,133 Delaine Street Providence  ,,41.8190551,-71.4434759
440002400484,9,12,Sheila Skip Nowell (Central),Sheila Skip Nowell Leadership Academy,Providence County,43 Hawes Street,Central Falls,Yes,,0.5,,Student Handbook,2018-2019,http://www.nowellacademy.org,http://www.nowellacademy.org/student-handbook/,"Students at Nowell must demonstrate mastery in financial literacy, either by successful completion/mastery of Nowellâ€™s financial literacy course or its equivalent. (with minimum 0.5 course credit) (No course catalog)",R,S,Gold Standard,43 Hawes Street Central Falls  ,,41.883533,-71.387664
440099000259,9,12,Smithfield High School,Smithfield,PROVIDENCE COUNTY,90 Pleasant View Avenue,Smithfield,No,Stocks and Investing,0.5,"This course introduces the basic financial principles necessary to understand the role of the stock market in our economy and in our personal lives.  With increasing complexity, financial markets exert a powerful presence in our lives and are central to the functioning of our economy. What role does the stock market play and how does it function? What factors govern stock market behavior and lead to market booms and busts? How is the price of a companyâ€™s stock determined and how does it affect individual investors? ",Course Offering,2018-2019,http://www.shsri.org/,https://docs.google.com/document/d/1GszZ4NJbxS6eFqfvq3wZY1QQGuzPs0NPQOh2uykn7qU/edit,,E,E,Gold Standard,90 Pleasant View Avenue Smithfield  ,,41.880155,-71.5452393
440102000265,9,12,South Kingstown High,South Kingstown,WASHINGTON COUNTY,215 Columbia Street,Wakefield,No,Life Skills â€“ Independent Living,0.5,"This personal finance class focuses on everything students ever want or need to know about when they get out â€œon their own.â€ Through the use of the practical problem solving process, students will explore such topics as: values and goals, career planning (resumes, job applications, interviews), housing choices (renting and leases), relationships (communication skills, family and parenting issues), money management (banking, credit, income taxes, investments), consumers choices (selecting and purchasing of goods and services), and food choices (buying and preparing food). Students will make informed decisions about lifeâ€™s key issues. Integration of SCANS skills provides students with opportunities to productively use: resources, interpersonal skills, information systems, and technologies.",Program of Studies,2018-2019,http://skschoolshs.ss9.sharpschool.com/,http://hs.skschools.net/UserFiles/Servers/Server_59507/Image/For%20Students/2018%20Program%20of%20Studies%201-3.pdf,,E,E,Silver Standard,215 Columbia Street Wakefield  ,,41.4465499,-71.4948933
440001700477,9,12,The Greene School,The Greene School,Kent County,94 John Potter Road,West Greenwich,Yes,,,,Course Offerings,,https://www.tgsri.org,https://www.tgsri.org/course-offerings,No information on financial courses,N,NA,Missing Info,94 John Potter Road West Greenwich  ,,41.615616,-71.682594
440105000274,9,12,Tiverton High School,Tiverton,NEWPORT COUNTY,100 North Brayton Road,Tiverton,No,Career Pathways,Other,This course is designed to help students develop and clarify career and educational goals. Students will make use of the Internet as the primary source to help students explore educational and career opportunities. Software such as Way To Go RI will be used. Students will also follow a personal financial planning program which was created to educate high school students about sound money management skills and the financial planning process. This course will serve as an important resource for students seeking work or applying to college upon graduation.,Program of Studies,2017-2018,http://ths.tivertonschools.org/,http://ths.tivertonschools.org/UserFiles/Servers/Server_428896/File/Proof%202%20Program%20of%20Study%202017%20-%202018.pdf,CC not updated,E,E,Silver Standard,100 North Brayton Road Tiverton  ,,41.628272,-71.165108
440001800478,7,12,Trinity Academy Performing Art,Trinity Academy for the Performing Arts,Providence County,150 Washington St.,Providence,Yes,,,,,,https://www.tapaprovidence.org,,No catalog/ information on financial courses,F,NA,Missing Info,150 Washington St. Providence  ,,41.8225927,-71.4150008
440002500487,9,12,Village Green Virtual,Village Green Virtual,Providence County,135 Weybosset Street,Providence,Yes,Economics,0.5 or 1,"Available as either a semester or a full year, this course invites students to broaden their understanding of how economic concepts apply to their everyday livesâ€”including microeconomic and macroeconomic theory and the characteristics of mixed-market economies, the role of government in a free-enterprise system and the global economy, and personal finance strategies. Throughout the course, students apply critical-thinking skills while making practical economic choices. Students also master literacy skills through rigorous reading and writing activities. Students analyze data displays and write routinely and responsively in tasks and assignments that are based on scenarios, texts, activities, and examples. In more extensive, process-based writing lessons, students write full-length essays in informative and argumentative formats.",Course Catalog,2018-2019,http://vgonline.org,https://www.edgenuity.com/wp-content/uploads/2017/07/Course-Description-Catalog.pdf,,E,E,Gold Standard,135 Weybosset Street Providence  ,,41.822918,-71.41147
440111000301,9,12,Pilgrim High School,Warwick,KENT COUNTY,111 Pilgrim Parkway,Warwick,No,Personal Finance II,1,"This is a full-year course designed to introduce the student to contemporary finance issues as they relate to personal financial management and investing. Major topics include establishing a career plan, the power of investing, understanding the corporate structure, investment alternatives, buying and selling stock, stock market fundamentals, choosing mutual funds, impact of inflation, taxes and commission fees, risks and insurance, and buying a car and a house. The use of financial software will continue.",Program of Studies,2018-2019,http://www.warwickschools.org/pilgrim/default.htm,https://www.warwickschools.org/wp-content/uploads/sites/24/2018/03/2018-2019-PHS-Program-of-Studies.pdf,,E,S,Gold Standard,111 Pilgrim Parkway Warwick  ,,41.7466221,-71.4122092
440111000307,9,12,Toll Gate High School,Warwick,KENT COUNTY,575 Centerville Road,Warwick,No,Introduction to Financial Management,0.5,"A one-semester course offered to all students. It is designed to improve the studentâ€™s understanding of money and banking as applied to personal finance and the American economy. Investments, the stock market, personal tax return preparation, and insurance may also be covered.",Program of Studies,2018-2019,http://www.warwickschools.org/TollGate/,https://www.warwickschools.org/wp-content/uploads/sites/24/2018/03/2018-2019-PHS-Program-of-Studies.pdf,,R,S,Gold Standard,575 Centerville Road Warwick  ,,41.6975981,-71.4804192
440114000318,9,12,West Warwick High School,West Warwick,KENT COUNTY,1 Webster Knight Drive,West Warwick,No,Real World Math,0.5,"This course will allow students to  explore and learn how math is widely-used in daily activities (e.g. shopping, cooking, etc.) and in most careers (e.g. medicine, teaching, engineering, construction, business, statistics in psychology, etc.). One of the fundamental reasons why students learn math, which is considered a â€œuniversal language,â€ is to help solve problems, both mathematical and nonmathematical, with clear, concise, and logical steps. In this course, students will study important fundamental math concepts, basic Algebra and Geometry topics, the theory behind these topics, and how to apply these concepts to their lives. This course will also introduce the importance of the use of decimals and percentages in finances and measurement.   ",Program of Studies,2018-2019,https://sites.google.com/a/westwarwickpublicschools.com/wwhs/,https://docs.google.com/document/d/1x5hqx5-ZPK0GAc5V8UJUwDrMw9zhkm8cJSjjqXD__EQ/edit,,E,E,Silver Standard,1 Webster Knight Drive West Warwick  ,,41.7092158,-71.5154558
440117000325,9,12,Westerly High School,Westerly,WASHINGTON COUNTY,23 Ward Avenue,Westerly,No,Consumer Economics,0.5,"This course examines personal financial issues relating to jobs, credit, saving and spending money, as well as other economic issues that are important to young adults. Students will develop reliable decision-making skills, set personal goals, evaluate alternatives in the marketplace and understand the basic rights and responsibilities of being a consumer.",Program of Studies,2018-2019,http://whs.westerly.k12.ri.us/,https://www.westerly.k12.ri.us/site/handlers/filedownload.ashx?moduleinstanceid=19350&dataid=43735&FileName=Program%20of%20Studies.pdf,,E,S,Gold Standard,23 Ward Avenue Westerly  ,,41.3761372,-71.8188675
440120000345,9,12,Woonsocket High School,Woonsocket,PROVIDENCE COUNTY,777 Cass Avenue,Woonsocket,No,Financial Planning,0.5,"Financial planning is a MUST for everyone, even starting with high school students!  Students will be introduced to the importance of financial planning and concepts such as wealth building and savings; they begin to understand how vital it is to have a banking relationship and why using credit improperly can lead to serious financial problems, including bankruptcy.  Managing risk through insurance can be one of the most important keys to financial stability.  In addition, students are provided with a basic introduction to the world of stocks and bonds culminating with the stock market game.  Making well-informed decisions can help you build a financially successful and more satisfying life!",Course Catalog ,2017-2018,http://whs.woonsocketschools.com/,https://docs.google.com/document/d/1MmdSwSwhISouw36MC-cLL5SvQsBUYPg7uUqKm2cjc30/edit,,E,S,Silver Standard,777 Cass Avenue Woonsocket  ,,42.0048216,-71.4847835
